Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,year_created,month_created,year_closed,month_closed
68696046,2026-04-16 08:14:16,2026-04-16 15:51:50,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10022,EAST 53 STREET,EAST 53 STREET,EAST 53 STREET,5 AVENUE,EAST 53 STREET,5 AVENUE,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 03:51:53 PM,05 MANHATTAN,4.0,Precinct 18,,MANHATTAN,"990,946","216,319",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76041961418,-73.97582929151,POINT (-73.975829291508 40.760419614175),2026,4,2026.0,4.0
68690207,2026-04-16 08:02:29,2026-04-16 12:29:30,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10001,531 WEST 25 STREET,WEST 25 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST 25 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 12:29:33 PM,04 MANHATTAN,3.0,Precinct 10,1006970013.0,MANHATTAN,"983,005","212,346",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74951718746,-74.0044933702,POINT (-74.0044933702 40.749517187464),2026,4,2026.0,4.0
68693084,2026-04-16 07:56:49,2026-04-16 13:06:16,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10002,30 DELANCEY STREET,DELANCEY STREET,CHRYSTIE STREET,FORSYTH STREET,CHRYSTIE STREET,FORSYTH STREET,ADDRESS,NEW YORK,DELANCEY STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 01:06:19 PM,03 MANHATTAN,1.0,Precinct 5,1004200001.0,MANHATTAN,"986,393","201,516",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71979133412,-73.99226907828,POINT (-73.992269078284 40.719791334123),2026,4,2026.0,4.0
68690209,2026-04-16 07:53:39,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,In Progress,,,,Unspecified QUEENS,,Unspecified,,QUEENS,"1,027,417","192,586",ONLINE,Unspecified,QUEENS,,,,Z,,,Mezzanine,40.69517557635,-73.84433146906,POINT (-73.844331469064 40.695175576354),2026,4,,
68690176,2026-04-16 07:53:08,2026-04-16 12:14:26,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10011,315 WEST 23 STREET,WEST 23 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST 23 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 12:14:30 PM,04 MANHATTAN,3.0,Precinct 10,1007470028.0,MANHATTAN,"984,474","210,919",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74560051597,-73.99919160181,POINT (-73.999191601806 40.745600515965),2026,4,2026.0,4.0
68691677,2026-04-16 07:52:57,2026-04-16 12:38:34,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,CHAMBERS STREET,READE STREET,ADDRESS,NEW YORK,CHURCH STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:38:37 PM,01 MANHATTAN,1.0,Precinct 1,1001490014.0,MANHATTAN,"982,098","199,821",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71513896367,-74.00776284753,POINT (-74.007762847535 40.71513896367),2026,4,2026.0,4.0
68690212,2026-04-16 07:52:09,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,In Progress,,,,Unspecified BROOKLYN,,Unspecified,,BROOKLYN,"997,876","199,201",PHONE,Unspecified,BROOKLYN,,,,G,,,Entrance,40.71342698071,-73.95084858313,POINT (-73.950848583134 40.713426980711),2026,4,,
68685741,2026-04-16 07:50:49,2026-04-16 13:06:16,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,10038,129 FULTON STREET,FULTON STREET,DUTCH STREET,NASSAU STREET,DUTCH STREET,NASSAU STREET,ADDRESS,NEW YORK,FULTON STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 01:06:21 PM,01 MANHATTAN,1.0,Precinct 1,1000910013.0,MANHATTAN,"982,172","197,987",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71010508821,-74.00749534339,POINT (-74.007495343388 40.710105088208),2026,4,2026.0,4.0
68691681,2026-04-16 07:50:24,2026-04-16 08:28:31,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 08:28:34 AM,Unspecified QUEENS,,Unspecified,,QUEENS,"1,037,496","194,540",ONLINE,Unspecified,QUEENS,,,,E,,,Other,40.70048393654,-73.80796930845,POINT (-73.807969308453 40.700483936544),2026,4,2026.0,4.0
68693075,2026-04-16 07:38:13,2026-04-16 10:47:25,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10011,62 WEST 14 STREET,WEST 14 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST 14 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:47:30 AM,02 MANHATTAN,2.0,Precinct 6,1005777502.0,MANHATTAN,"985,493","207,711",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73679526989,-73.99551470462,POINT (-73.995514704616 40.736795269891),2026,4,2026.0,4.0
68694561,2026-04-16 07:31:38,2026-04-16 07:37:21,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,04/16/2026 07:37:24 AM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68688743,2026-04-16 07:29:01,2026-04-16 12:14:25,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:14:30 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68691662,2026-04-16 07:22:21,2026-04-16 10:25:01,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Park/Playground,10462,1070 HAVEMEYER AVENUE,HAVEMEYER AVENUE,EAST 177 STREET,WATSON AVENUE,EAST 177 STREET,WATSON AVENUE,ADDRESS,BRONX,HAVEMEYER AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 10:25:05 AM,09 BRONX,18.0,Precinct 43,2038270201.0,BRONX,"1,026,484","241,658",MOBILE,,BRONX,,,,,,,,40.82986985601,-73.84738773466,POINT (-73.847387734662 40.829869856009),2026,4,2026.0,4.0
68690196,2026-04-16 07:18:14,2026-04-16 10:29:00,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10011,255 WEST 18 STREET,WEST 18 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST 18 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:29:02 AM,04 MANHATTAN,3.0,Precinct 10,1007680007.0,MANHATTAN,"984,423","209,499",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74170297188,-73.99937569328,POINT (-73.999375693275 40.741702971879),2026,4,2026.0,4.0
68688713,2026-04-16 07:16:19,2026-04-16 21:06:49,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11230,AVENUE I,AVENUE I,AVENUE I,EAST 16 STREET,AVENUE I,EAST 16 STREET,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:06:53 PM,14 BROOKLYN,44.0,Precinct 70,,BROOKLYN,"995,099","167,958",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62767579122,-73.96091600076,POINT (-73.960916000765 40.627675791216),2026,4,2026.0,4.0
68688744,2026-04-16 07:16:07,2026-04-16 12:17:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:17:34 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68696081,2026-04-16 07:08:55,2026-04-16 12:17:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:17:36 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68696076,2026-04-16 07:07:02,2026-04-16 11:53:20,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Park/Playground,11377,44-20 64 STREET,64 STREET,QUEENS BOULEVARD,LAUREL HILL BOULEVARD,QUEENS BOULEVARD,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,64 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 11:53:24 AM,02 QUEENS,26.0,Precinct 108,4023240035.0,QUEENS,"1,011,487","209,057",MOBILE,,QUEENS,,,,,,,,40.74044785196,-73.9017114133,POINT (-73.901711413301 40.740447851956),2026,4,2026.0,4.0
68685747,2026-04-16 06:57:27,2026-04-16 07:45:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 07:45:24 AM,Unspecified BROOKLYN,,Unspecified,,BROOKLYN,"991,740","161,132",ONLINE,Unspecified,BROOKLYN,,,,F,,,Mezzanine,40.60894331669,-73.9730245177,POINT (-73.973024517695 40.608943316686),2026,4,2026.0,4.0
68694562,2026-04-16 06:45:20,2026-04-16 07:52:26,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,11237,335 IRVING AVENUE,IRVING AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,ADDRESS,BROOKLYN,IRVING AVENUE,,Closed,,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,04/16/2026 07:52:29 AM,04 BROOKLYN,37.0,Precinct 83,3033457502.0,BROOKLYN,"1,008,354","193,693",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69828648494,-73.91307230069,POINT (-73.913072300692 40.698286484938),2026,4,2026.0,4.0
68694568,2026-04-16 06:23:17,2026-04-16 12:05:23,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10002,134 DELANCEY STREET,DELANCEY STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,DELANCEY STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:05:27 PM,03 MANHATTAN,1.0,Precinct 7,1003530082.0,MANHATTAN,"987,788","200,956",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71825382092,-73.98723687815,POINT (-73.987236878153 40.718253820919),2026,4,2026.0,4.0
68696080,2026-04-16 06:17:20,2026-04-16 12:17:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:17:36 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68694567,2026-04-16 06:13:36,2026-04-16 12:17:26,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:17:33 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68688740,2026-04-16 05:51:41,2026-04-16 07:54:22,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 07:54:24 AM,Unspecified BROOKLYN,,Unspecified,,BROOKLYN,"1,002,091","193,294",MOBILE,Unspecified,BROOKLYN,,,,J,,,Mezzanine,40.69720616599,-73.93565998017,POINT (-73.935659980165 40.697206165985),2026,4,2026.0,4.0
68688711,2026-04-16 05:47:47,2026-04-16 10:25:58,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11354,36-22 MAIN STREET,MAIN STREET,NORTHERN BOULEVARD,37 AVENUE,NORTHERN BOULEVARD,37 AVENUE,ADDRESS,FLUSHING,MAIN STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:26:02 AM,07 QUEENS,20.0,Precinct 109,4049710045.0,QUEENS,"1,030,884","217,097",MOBILE,Unspecified,QUEENS,,,,,,,,40.76243456873,-73.8316589607,POINT (-73.831658960699 40.762434568729),2026,4,2026.0,4.0
68691665,2026-04-16 05:34:12,2026-04-16 10:38:02,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Park/Playground,10473,2135 TURNBULL AVENUE,TURNBULL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ADDRESS,BRONX,TURNBULL AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:38:06 AM,09 BRONX,18.0,Precinct 43,2036850059.0,BRONX,"1,025,473","239,436",MOBILE,,BRONX,,,,,,,,40.82377588477,-73.85105462136,POINT (-73.851054621357 40.82377588477),2026,4,2026.0,4.0
68690202,2026-04-16 04:57:53,2026-04-16 12:17:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:17:34 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68688742,2026-04-16 04:57:34,2026-04-16 12:14:25,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10036,1 TIMES SQUARE,TIMES SQUARE,BROADWAY,7 AVENUE,BROADWAY,7 AVENUE,ADDRESS,NEW YORK,TIMES SQUARE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:14:27 PM,05 MANHATTAN,3.0,Precinct 14,1009950001.0,MANHATTAN,"988,049","214,937",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75662809705,-73.98628744115,POINT (-73.98628744115 40.756628097048),2026,4,2026.0,4.0
68685703,2026-04-16 04:53:10,2026-04-16 12:20:28,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10036,234 WEST 42 STREET,WEST 42 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST 42 STREET,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/16/2026 12:20:32 PM,05 MANHATTAN,3.0,Precinct 14,1010130012.0,MANHATTAN,"987,392","214,980",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75674637896,-73.98865887435,POINT (-73.988658874347 40.756746378963),2026,4,2026.0,4.0
68685704,2026-04-16 04:50:08,2026-04-16 12:23:29,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10036,239 WEST 42 STREET,WEST 42 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST 42 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:23:31 PM,05 MANHATTAN,3.0,Precinct 14,1010140001.0,MANHATTAN,"987,372","214,998",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75679579146,-73.98873105648,POINT (-73.988731056476 40.756795791457),2026,4,2026.0,4.0
68685701,2026-04-16 04:45:31,2026-04-16 12:11:25,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10036,1501 BROADWAY,BROADWAY,WEST 43 STREET,WEST 44 STREET,WEST 43 STREET,WEST 44 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/16/2026 12:11:27 PM,05 MANHATTAN,3.0,Precinct 14,1010150029.0,MANHATTAN,"988,075","215,110",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75710292671,-73.98619349526,POINT (-73.986193495263 40.75710292671),2026,4,2026.0,4.0
68687231,2026-04-16 04:22:21,2026-04-16 06:17:11,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,04/16/2026 06:17:13 AM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68691645,2026-04-16 04:03:50,2026-04-16 11:05:22,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10019,237 WEST 51 STREET,WEST 51 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 51 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 11:05:25 AM,05 MANHATTAN,3.0,Precinct 18,1010230011.0,MANHATTAN,"988,581","217,035",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76238632506,-73.98436582605,POINT (-73.984365826045 40.762386325065),2026,4,2026.0,4.0
68696084,2026-04-16 04:01:34,2026-04-16 12:41:33,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10036,120 WEST 46 STREET,WEST 46 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST 46 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:41:38 PM,05 MANHATTAN,4.0,Precinct 18,1009980041.0,MANHATTAN,"988,938","215,338",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75772831304,-73.98307830012,POINT (-73.983078300122 40.75772831304),2026,4,2026.0,4.0
68690200,2026-04-16 03:54:44,2026-04-16 10:09:55,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,10023,1900 BROADWAY,BROADWAY,WEST 63 STREET,WEST 64 STREET,WEST 63 STREET,WEST 64 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:09:58 AM,07 MANHATTAN,6.0,Precinct 20,1011167501.0,MANHATTAN,"989,194","220,360",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77151226676,-73.98215055453,POINT (-73.982150554527 40.771512266763),2026,4,2026.0,4.0
68690204,2026-04-16 03:53:40,2026-04-16 12:47:35,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10036,134 WEST 47 STREET,WEST 47 STREET,AVENUE OF THE AMERICAS,WEST 47 STREET BIKE PATH,AVENUE OF THE AMERICAS,WEST 47 STREET BIKE PATH,ADDRESS,NEW YORK,WEST 47 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:47:37 PM,05 MANHATTAN,4.0,Precinct 18,1009990048.0,MANHATTAN,"988,985","215,611",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75847760322,-73.98290845771,POINT (-73.982908457709 40.758477603218),2026,4,2026.0,4.0
68690205,2026-04-16 03:52:01,2026-04-16 10:07:53,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10023,20 WEST 64 STREET,WEST 64 STREET,CENTRAL PARK WEST,BROADWAY,CENTRAL PARK WEST,BROADWAY,ADDRESS,NEW YORK,WEST 64 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:07:56 AM,07 MANHATTAN,6.0,Precinct 20,1011167501.0,MANHATTAN,"989,697","220,330",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77142962896,-73.98033458556,POINT (-73.98033458556 40.771429628962),2026,4,2026.0,4.0
68691678,2026-04-16 03:46:44,2026-04-16 13:06:16,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10013,110 LAFAYETTE STREET,LAFAYETTE STREET,WALKER STREET,CANAL STREET,WALKER STREET,CANAL STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 01:06:21 PM,01 MANHATTAN,1.0,Precinct 5,1001960022.0,MANHATTAN,"984,022","200,909",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71812552173,-74.00082249468,POINT (-74.000822494678 40.718125521726),2026,4,2026.0,4.0
68691676,2026-04-16 03:02:00,2026-04-16 12:17:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:17:35 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68693081,2026-04-16 02:43:38,2026-04-16 03:14:47,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10019,254 WEST 57 STREET,WEST 57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 57 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/16/2026 03:14:54 AM,05 MANHATTAN,6.0,Precinct 18,1010280056.0,MANHATTAN,"989,160","218,518",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76645647464,-73.98227465124,POINT (-73.98227465124 40.766456474641),2026,4,2026.0,4.0
68691644,2026-04-16 02:41:21,2026-04-16 03:17:36,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10019,254 WEST 57 STREET,WEST 57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 57 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/16/2026 03:17:43 AM,05 MANHATTAN,6.0,Precinct 18,1010280056.0,MANHATTAN,"989,160","218,518",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76645647464,-73.98227465124,POINT (-73.98227465124 40.766456474641),2026,4,2026.0,4.0
68685743,2026-04-16 02:39:25,2026-04-16 08:54:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10107,250 WEST 57 STREET,WEST 57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 57 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 08:54:40 AM,05 MANHATTAN,6.0,Precinct 18,1010280056.0,MANHATTAN,"989,203","218,494",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76639057687,-73.98211943675,POINT (-73.982119436751 40.766390576869),2026,4,2026.0,4.0
